,artist_name,track_name,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
350,Young the Giant,Mind Over Matter,5Az8KU81g2aLBbJN67F2CI,indietronica; modern alternative rock; modern rock; pov: indie; stomp and holler,0.466,0.763,0,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914
351,Future Crib,Yer Movin',5YuOQVhJntmGsZY8t7d1rX,nashville indie,0.239,0.453,4,-13.244,1,0.0328,0.143,0.0,0.375,0.417,196.704
352,Bob Dylan,Like a Rolling Stone,3AhXZa8sUQht0UEdBJgpGc,classic rock; country rock; folk; folk rock; rock; roots rock; singer-songwriter,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263
353,benches,Violent,6WbzgXBdZZPV2Zfpy7rHsA,Unknown,0.386,0.966,11,-4.319,0,0.0715,0.000162,0.00178,0.401,0.517,162.016
354,Musical Youth,Pass The Dutchie,1BkY0N8ChFk2mdLbAUu8ZK,uk reggae,0.805,0.418,7,-14.374,1,0.0978,0.459,0.0,0.288,0.966,149.737
355,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",6XQHlsNu6so4PdglFkJQRJ,hollywood,0.492,0.116,2,-15.15,0,0.0379,0.899,1.93e-06,0.0889,0.434,111.787
356,Maya Hawke,Thérèse,1LklAGxyeK07JYRzw3Vzx9,indie pop,0.623,0.354,9,-11.988,0,0.0394,0.948,0.0052,0.0998,0.358,104.32
357,Current Joys,A Different Age,5iMXCDWA4FxPNcOnq0HrpJ,lo-fi indie; pov: indie,0.627,0.371,2,-10.621,1,0.0269,0.638,0.0672,0.0759,0.361,143.932
358,Wayne Newton,Danke Schoen,3H8Sn0mYsZMPPlMCbebOJ5,adult standards; easy listening; lounge,0.39,0.46,9,-8.711,0,0.0455,0.803,0.0,0.102,0.694,147.335
359,La Roux,Bulletproof,3kMrazSvILsgcwtidZd1Qd,alternative dance; electropop; indietronica; neo-synthpop,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.62e-05,0.068,0.682,123.017
360,Jason Segel,Man Or Muppet,1JyG5yuwpN0VIi4wbqvDfB,hollywood,0.56,0.404,5,-8.817,1,0.0357,0.21,0.00049,0.197,0.157,145.612
361,U2,I Still Haven't Found What I'm Looking For - Remastered 2007,3MRQ3CSjoiV1HFil8ykM9M,irish rock; permanent wave; rock,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891
362,The Raconteurs,"Steady, As She Goes",19iqWNzp5LwEdvntpEK8MP,alternative rock; garage rock; garage rock revival; indie rock; modern blues rock; modern rock; rock; supergroup,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696
363,The Ink Spots,Into Each Life Some Rain Must Fall - Single Version,70Hl6QYIJGmrR7NBl666Y6,lounge; vocal harmony group,0.648,0.123,0,-14.812,1,0.0602,0.987,0.117,0.1,0.496,65.795
364,Ace of Base,The Sign,0hrBpAOgrt8RXigk83LLNE,eurodance; europop; new wave pop,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987
365,Vulfpeck,1612,39rHfrVqCX6A55GF7uOZSC,ann arbor indie; funk rock; instrumental funk,0.678,0.392,0,-11.328,1,0.274,0.177,0.0045,0.0839,0.711,171.276
366,Nordista Freeze,Hey GiGi,4TwuoXd0Zmz3R1FPAybzb3,nashville indie,0.599,0.754,6,-7.104,0,0.0402,0.00308,0.011,0.379,0.745,112.033
367,The Chainsmokers,New York City,4v1CvZazmdpxQLEt3sCeKH,pop,0.564,0.639,4,-6.828,0,0.038,0.0127,0.0,0.133,0.0624,126.062
368,Suki Waterhouse,Johanna,6gH2V6XzhDXfTqml6c2w4Z,indie pop,0.528,0.824,9,-4.095,1,0.0346,0.016,7.14e-05,0.237,0.609,119.959
369,Pete Rodriguez,I Like It Like That,6Wy3X4jSszfisnRscJCHdq,boogaloo; jazz trumpet,0.596,0.7,5,-4.911,0,0.0323,0.68,0.000277,0.623,0.926,133.45
370,Calvin Harris,Summer,6YUTL4dYpB9xZO5qExPf05,dance pop; edm; electro house; house; pop; pop dance; progressive house; uk dance,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949
371,The Rare Occasions,Notion,0sTlGEld0h8kIPZaKDYUf4,la indie,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488
372,a-ha,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,new romantic; new wave; new wave pop; permanent wave; synthpop,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412
373,Rush,Working Man,1gkn90ExKRNAOlhDs4RoW0,album rock; canadian metal; classic canadian rock; classic rock; hard rock; progressive rock; rock,0.202,0.835,9,-11.04,1,0.0599,0.00383,0.0388,0.126,0.661,156.883
374,Traffic,Dear Mr. Fantasy,5CGpPUcUahMuLzkNK9ZgPP,blues rock; british blues; classic rock; country rock; folk rock; mellow gold; progressive rock; psychedelic rock,0.24,0.615,2,-14.117,1,0.0677,0.171,0.0125,0.0801,0.768,166.657
375,Starbuck,Moonlight Feels Right,7sfMjwBcAatrNH46rn1YsK,yacht rock,0.67,0.778,7,-8.11,1,0.0274,0.468,7.52e-05,0.115,0.853,120.391
376,Van Halen,Drop Dead Legs - 2015 Remaster,49KoX0qpXf3wHyP9nfUaqq,album rock; classic rock; hard rock; rock,0.502,0.842,2,-5.383,1,0.0413,0.234,0.00012,0.194,0.724,89.205
377,The Troggs,Wild Thing,7jGzYUZ2Bgg8BDfYlQRfn8,british invasion,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871
378,Led Zeppelin,Good Times Bad Times - 1993 Remaster,0QwZfbw26QeUoIy82Z2jYp,album rock; classic rock; hard rock; rock,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584
379,The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),5qBqBdfTEIWJwAS0Jm2F5R,album rock; beatlesque; classic rock; cosmic american; country rock; folk; folk rock; mellow gold; psychedelic rock; rock; soft rock,0.451,0.818,2,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532
380,Cream,Sunshine Of Your Love,2K2M0TcglCRLLpFOzKeFZA,album rock; blues rock; british blues; classic rock; folk rock; hard rock; psychedelic rock; rock; singer-songwriter; supergroup,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099
381,Justin Timberlake,SexyBack (feat. Timbaland),0O45fw2L5vsWpdsOdXwNAR,dance pop; pop,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0
382,David Bowie,Suffragette City - 2012 Remaster,3YZa4IzxK2UtEKTvdTgsi8,art rock; classic rock; glam rock; permanent wave; rock,0.455,0.883,2,-9.159,1,0.0384,0.368,0.0,0.277,0.782,142.638
383,Ludwig van Beethoven,"Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2 ""Moonlight"": I. Adagio sostenuto",0PEV70jKys05uXEkUDy0aJ,classical; classical era; early romantic era; german romanticism,0.112,0.00376,1,-41.816,0,0.0499,0.993,0.953,0.0936,0.104,63.364
384,Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,dance pop; edm; pop; pop dance,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
385,The Who,La-La-La-Lies,70KzBhVeJIy40i76AxIcpx,album rock; british invasion; classic rock; hard rock; rock,0.269,0.762,2,-6.875,1,0.0615,0.188,0.00425,0.0986,0.944,83.215
386,The Spinners,The Rubberband Man,13Mzsb8VzRSZ5w3pM48cn6,classic soul; disco; funk; motown; philly soul; quiet storm; soul; southern soul,0.801,0.446,10,-14.604,1,0.0745,0.74,0.038,0.0832,0.924,97.894
387,MGMT,Time to Pretend,4iG2gAwKXsOcijVaVXzRPW,alternative rock; indie rock; indietronica; modern rock; rock,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99
388,Hootie & The Blowfish,Only Wanna Be With You,1OFKUn2VLafrHj7ybnap0Q,pop rock; post-grunge,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272
389,Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,pop rap; rap; trap,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034
390,Claire Rosinkranz,123,1rMOBVrmIwJPwDdK861KGk,alt z; modern indie pop,0.785,0.701,11,-4.671,1,0.0789,0.187,1.1e-06,0.276,0.715,92.005
391,Ringo Starr,Photograph,1hwN2eAwsXgktvw9Qe8TrP,classic rock; folk rock; rock drums,0.617,0.696,4,-12.739,1,0.0282,0.0155,0.000199,0.108,0.9,111.136
392,The Proclaimers,I'm Gonna Be (500 Miles),67iAlVNDDdddxqSD2EZhFs,celtic rock; scottish rock,0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922
393,Duran Duran,Rio - 2009 Remaster,43eBgYRTmu5BJnCJDBU5Hb,album rock; dance rock; new romantic; new wave; new wave pop; rock; soft rock; synthpop,0.544,0.873,9,-7.425,1,0.0525,0.0415,1.82e-05,0.0925,0.676,140.902
394,cassö,Prada,59NraMJsLaMCVtwXTSia8i,hypertechno,0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904
395,Sophie Ellis-Bextor,Murder On The Dancefloor,4tKGFmENO69tZR9ahgZu48,dance pop; europop; new wave pop,0.73,0.849,1,-5.281,0,0.0299,0.00234,2.57e-05,0.312,0.887,117.308
396,Kenya Grace,Strangers,593knnQN4REEshx8th9zgK,singer-songwriter pop,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982
397,Ella Henderson,Alibi (feat. Rudimental),5Jpz4nv8nA6FIYO5gEyQa2,dance pop; pop dance; talent show; uk pop,0.545,0.793,0,-3.615,0,0.0371,0.191,0.00281,0.335,0.411,87.024
398,Bryson Tiller,Whatever She Wants,57wp7VFnV8X0pSVnYArGeJ,kentucky hip hop; r&b; rap,0.803,0.512,9,-6.871,0,0.066,0.128,0.0,0.0928,0.435,96.02
399,Emmanuel Kelly,My Sky,5Xm4waAonmMBjTyG9IR6bC,Unknown,0.525,0.801,4,-7.282,1,0.0397,0.00338,4.02e-06,0.0587,0.239,127.993
400,Kygo,Whatever,0LMwmV37RCmBO2so0szAFs,edm; pop; pop dance; tropical house,0.58,0.777,3,-5.69,1,0.0655,0.104,0.0,0.342,0.589,108.005
401,Good Neighbours,Home,6dpLxbF7lfCAnC9QRTjNLK,Unknown,0.583,0.676,6,-4.44,1,0.0298,0.0289,0.0634,0.121,0.134,77.002
402,Richy Mitch & The Coal Miners,Evergreen,6me7F0aaZjwDo6RJ5MrfBD,modern folk rock,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109
403,Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0,canadian hip hop; canadian pop; hip hop; pop rap; rap,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967
404,Ariana Grande,bye,1Rweq7vNjK4kZBbGrmxQsl,pop,0.606,0.645,2,-4.835,0,0.0333,0.204,0.0,0.14,0.453,110.016
405,Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),1yeB8MUNeLo9Ek1UEpsyz6,canadian hip hop; canadian pop; hip hop; pop rap; rap,0.636,0.729,2,-4.495,1,0.055,0.0458,0.0,0.384,0.141,146.009
406,The Goo Goo Dolls,Iris,6Qyc6fS4DsZjB2mRW9DsQs,neo mellow; permanent wave; pop rock; post-grunge,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925
407,The Weeknd,Popular (with Playboi Carti & Madonna),7GUhiAHLoVy1V8ucQuZ3CB,canadian contemporary r&b; canadian pop; pop,0.854,0.674,1,-6.23,1,0.184,0.0517,8.53e-05,0.509,0.848,99.022
408,Olivia Rodrigo,so american,5Jh1i0no3vJ9u4deXkb4aV,pop,0.435,0.947,8,-1.896,1,0.117,0.0337,0.0,0.691,0.503,93.278
409,Kings of Leon,Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,modern rock; rock,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398
410,Dave,Sprinter,2FDTHlrBguDzQkp7PVj16Q,uk hip hop,0.918,0.681,1,-4.705,1,0.201,0.263,0.0,0.0615,0.706,139.057
411,Taylor Swift,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,pop,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888
412,Future,Slimed In,2GLWhy9iiO1wrLUF5l4FtJ,atl hip hop; hip hop; rap; southern hip hop; trap,0.749,0.403,1,-8.395,0,0.135,0.103,0.000186,0.324,0.0619,118.153
413,Future,Claustrophobic,57ELn9TPDIhrpl0dasS465,atl hip hop; hip hop; rap; southern hip hop; trap,0.681,0.607,1,-5.815,1,0.259,0.0501,1.54e-05,0.449,0.225,73.562
414,Future,Magic Don Juan (Princess Diana),7pBcryEKcUEaWHwAu1wUyP,atl hip hop; hip hop; rap; southern hip hop; trap,0.596,0.507,1,-5.719,0,0.227,0.0404,2.67e-06,0.164,0.0988,139.194
415,Future,Runnin Outta Time,4q7y1JFDBJSBSLqXVgcI51,atl hip hop; hip hop; rap; southern hip hop; trap,0.777,0.463,10,-7.573,0,0.242,0.231,4.29e-06,0.366,0.18,105.998
416,Future,Fried (She a Vibe),28xOPIPw0joNPwYd0asIT5,atl hip hop; hip hop; rap; southern hip hop; trap,0.833,0.688,6,-4.581,0,0.197,0.00211,0.0,0.719,0.375,145.03
417,Rich Amiri,ONE CALL,69phA1R4gmQsBFRQ3INW8C,rage rap,0.65,0.539,1,-7.281,1,0.0561,0.00617,2.67e-05,0.114,0.253,158.105
418,Zach Bryan,Something in the Orange,3WMj8moIAXJhHsyLaqIIHI,classic oklahoma country,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212
419,Future,Everyday Hustle,3Vg7nPYlOrCkcV1abKbRQ1,atl hip hop; hip hop; rap; southern hip hop; trap,0.557,0.704,6,-5.641,0,0.39,0.0595,0.0,0.676,0.378,179.494
420,Morgan Wallen,Last Night,7K3BhSpAxZBznislvUMVtn,contemporary country,0.492,0.673,6,-5.431,1,0.0347,0.413,0.0,0.137,0.488,203.812
421,Hozier,Wildflower and Barley,5AchurLxOrkSX5YVoH4FeJ,irish singer-songwriter; modern rock; pov: indie,0.445,0.429,7,-10.029,1,0.0477,0.33,0.000386,0.178,0.388,168.104
422,Future,Ain't No Love,72qABvaqn3TP6drO2tByA6,atl hip hop; hip hop; rap; southern hip hop; trap,0.754,0.673,9,-6.341,1,0.131,0.0842,8.59e-05,0.0841,0.112,147.02
423,Future,GTA,4XF9fk0STp9hx8xn5Suwpz,atl hip hop; hip hop; rap; southern hip hop; trap,0.851,0.647,9,-6.336,1,0.171,0.00147,0.00251,0.498,0.318,126.016
424,BigXthaPlug,Mmhmm,4QTlxavdQGUVitxAvQqqkU,southern hip hop,0.93,0.682,9,-8.799,1,0.331,0.028,0.0,0.129,0.962,126.003
425,Yeat,Breathe,5NAOhPAZ57eFAXr3qatS6i,pluggnb; rage rap,0.76,0.546,11,-13.092,1,0.0616,0.0284,0.924,0.103,0.113,118.051
426,Morgan Wallen,Thinkin’ Bout Me,0PAcdVzhPO4gq1Iym9ESnK,contemporary country,0.659,0.789,3,-5.723,0,0.0293,0.487,0.0,0.115,0.468,139.982
427,SZA,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,pop; r&b; rap,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008
428,Hozier,Empire Now,5j0YSeIXeBWxvDFQkxXfeM,irish singer-songwriter; modern rock; pov: indie,0.448,0.451,9,-6.483,0,0.0298,0.685,0.0,0.11,0.368,89.938
429,Benson Boone,Slow It Down,6WO7IDGLakjO38lsvI2gHB,singer-songwriter pop,0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489
430,Lil Tecca,500lbs,6rjuKpPydT2SxN15TZpV7r,melodic rap; pluggnb; rap,0.724,0.779,7,-5.412,0,0.0807,0.098,0.0,0.127,0.53,123.013
431,Don Toliver,Bandit,7sTyAjxDXq9afwfSQy6D0s,pop rap; rap; trap,0.686,0.733,2,-5.268,1,0.0576,0.00567,0.0,0.246,0.141,130.095
432,Coldplay,Don't Panic,2QhURnm7mQDxBb5jWkbDug,permanent wave; pop,0.602,0.612,0,-8.409,1,0.0335,0.206,0.00607,0.107,0.453,122.062
433,Coldplay,Shiver,0qksx8mV28lztYIZ1om8ml,permanent wave; pop,0.396,0.803,4,-6.186,1,0.0487,0.0334,0.0,0.0688,0.286,116.705
434,Coldplay,Spies,2mLgOcRkEgq89j8WstUpui,permanent wave; pop,0.309,0.673,1,-5.524,0,0.0319,0.0236,0.000144,0.0635,0.0732,147.599
435,Coldplay,Sparks,7D0RhFcb3CrfPuTJ0obrod,permanent wave; pop,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617
436,Coldplay,Yellow,3AJwUDP919kvQ9QcozQPxg,permanent wave; pop,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372
437,Coldplay,Trouble,0R8P9KfGJCDULmlEoBagcO,permanent wave; pop,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757
438,Coldplay,Parachutes,4qzoHxgp42ylb18ga1SWTL,permanent wave; pop,0.555,0.0845,4,-18.348,1,0.0518,0.871,2.27e-06,0.138,0.375,137.001
439,Coldplay,High Speed,2DHgvPQD1jApRnT1DBZdrS,permanent wave; pop,0.495,0.525,7,-9.342,0,0.0301,0.396,0.00736,0.0961,0.249,154.466
440,Coldplay,We Never Change,5TB6QgrF0RPIxSCGfRDLoe,permanent wave; pop,0.433,0.288,6,-10.801,0,0.0296,0.535,0.000169,0.105,0.131,136.939
441,Coldplay,Everything's Not Lost - Includes Hidden Track 'Life Is For Living',1RNtm45kw0hPMBz7gKiIYu,permanent wave; pop,0.374,0.456,6,-7.35,0,0.0368,0.104,0.000176,0.197,0.0763,135.643
442,Coldplay,A Head Full of Dreams,6f49kbOuQSOsStBpyGvQfA,permanent wave; pop,0.449,0.92,11,-4.982,1,0.0737,0.0021,0.0167,0.334,0.0772,122.984
443,Coldplay,Birds,3HWDWyIqWuLsTHECx9DvXF,permanent wave; pop,0.559,0.841,0,-5.584,1,0.0332,0.000315,0.437,0.0816,0.147,105.009
444,Coldplay,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,permanent wave; pop,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027
445,Coldplay,Everglow,5qfZRNjt2TkHEL12r3sDEU,permanent wave; pop,0.534,0.445,4,-9.155,1,0.0292,0.456,0.0684,0.112,0.136,146.107
446,Coldplay,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,permanent wave; pop,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995
447,Coldplay,Fun (feat. Tove Lo),7fJFDK6XjYsXcMKNHESbot,permanent wave; pop,0.485,0.735,0,-5.125,1,0.0354,0.271,7.49e-06,0.0853,0.216,134.021
448,Coldplay,Kaleidoscope,7IX7VAXujvcZ3e1PG7sGP7,permanent wave; pop,0.288,0.285,7,-18.193,0,0.0355,0.964,0.897,0.406,0.148,127.122
449,Coldplay,Army of One,4giCxIFPZNQIP4bIZM4sqH,permanent wave; pop,0.387,0.659,3,-6.492,1,0.0434,0.275,6.44e-05,0.0861,0.287,146.048
450,Coldplay,Amazing Day,3wtV2ifnHzirkAElgTGh63,permanent wave; pop,0.451,0.636,5,-5.796,1,0.0274,0.017,0.435,0.141,0.289,97.041
451,Coldplay,Colour Spectrum,3VqiD8Yvk6bKwqS1e64PHB,permanent wave; pop,0.348,0.166,11,-20.349,1,0.0376,0.852,0.915,0.137,0.0337,123.58
452,Coldplay,Up&Up,31L9yLXSj6LpCFupyMV6CR,permanent wave; pop,0.479,0.717,7,-5.459,1,0.0605,0.0488,0.000333,0.102,0.253,163.989
453,Coldplay,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,permanent wave; pop,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97
454,Suki Waterhouse,Good Looking,0j3mqDTK4Z6lvrLzFCUUz6,indie pop; indie poptimism; indie; pov: indie,0.365,0.554,4,-9.076,1,0.03,0.079,0.000358,0.125,0.259,150.11
455,Darci,Wild Horse,2wgBBqtX5x2UfcJItChy3H,dark r&b,0.633,0.526,6,-8.433,0,0.105,0.000453,0.000136,0.08,0.276,91.97
456,RAYE,Escapism.,5Z2MiIZ5I3jJvvmeWMLbOQ,uk contemporary r&b; uk pop,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107
457,Hotel Ugly,Shut up My Moms Calling,3hxIUxnT27p5WcmjGUXNwx,modern indie pop,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419
458,The Weeknd,Stargirl Interlude,4EDijkJdHBZZ0GwJ12iTAj,canadian contemporary r&b; canadian pop; pop,0.638,0.474,5,-12.7,0,0.124,0.351,0.191,0.105,0.441,179.771
459,suisside,Dark Side Of The Moon,33iv4ikGd0KboI6xNPL80i,Unknown,0.381,0.816,10,-9.256,1,0.196,0.0772,0.0,0.859,0.225,130.254
460,NAV,Some Way,7zxRMhXxJMQCeDDg0rKAVo,canadian hip hop; canadian trap; melodic rap; rap; trap,0.745,0.715,0,-6.103,1,0.351,0.101,0.0,0.0919,0.34,154.963
461,Animal Sun,girl in blue,29ftVo3C2fq2phOEjJkTYm,Unknown,0.624,0.837,7,-5.284,0,0.0649,0.0639,2.51e-06,0.136,0.891,140.078
462,Darci,Cold (feat. CADE),6vW6R25Gp5dbXKShm40gfg,dark r&b,0.455,0.721,8,-8.877,1,0.111,0.15,0.0,0.108,0.133,84.923
463,The 1975,About You,1fDFHXcykq4iw8Gg7s5hG9,modern alternative rock; modern rock; pop; pov: indie; rock,0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967
464,Kali Uchis,Moonlight,2i2gDpKKWjvnRTOZRhaPh2,colombian pop,0.64,0.719,7,-6.452,0,0.0516,0.477,0.0,0.16,0.889,136.79
465,Steve Lacy,Basement Jack,3NOIkyNWG0fEjkPkq9HVMW,afrofuturism,0.644,0.931,8,-5.343,0,0.0689,0.15,0.0547,0.386,0.911,174.881
466,Roar,Christmas Kids,40gk32E7YaTFoQwDIWv2SY,pov: indie; weirdcore,0.425,0.754,2,-6.028,1,0.0367,0.0104,0.112,0.438,0.558,152.092
467,Angus & Julia Stone,Big Jet Plane,7znAjItIP7xKKhyFzF5W1B,australian indie folk; indie folk,0.762,0.387,10,-8.643,0,0.0277,0.239,0.00756,0.13,0.274,109.959
468,Whirr,Leave,6yjtcpFf9dLgflkS52PYNa,american shoegaze; dreamgaze; dreamo; grungegaze; indie shoegaze; nu gaze; shoegaze; zoomergaze,0.231,0.799,8,-6.708,0,0.0441,0.000513,0.905,0.937,0.153,93.352
469,The Neighbourhood,Reflections,2xql0pid3EUwW38AsywxhV,modern alternative rock; modern rock; pop,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983
470,gabriel black,dead yet (with phem),3RjRC6tGZlqYIYvkRLbHwQ,modern alternative pop,0.54,0.555,10,-4.799,1,0.0322,0.0761,0.0,0.0888,0.566,146.79
471,Alex Ebert,Truth,4bfJiyUSD9ASLnujxn0lG3,alternative americana,0.549,0.497,5,-8.385,1,0.0795,0.178,0.006,0.206,0.385,80.489
472,Claire Rosinkranz,Frankenstein,1xSmjB0t19q4CSJ0X0ymGB,alt z; modern indie pop,0.826,0.745,2,-6.091,1,0.141,0.13,1.32e-05,0.178,0.883,119.92
473,Pity Party (Girls Club),Somewhere in the Universe,2sLAKUdiwa7Ik8XY2ow3DE,Unknown,0.383,0.461,3,-10.844,1,0.0592,0.427,0.367,0.119,0.106,172.221
474,The Weeknd,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,canadian contemporary r&b; canadian pop; pop,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981
475,Lexi Jayde,drunk text me,5gukv8x9eP58gFy2OcZEBQ,alt z,0.534,0.493,0,-6.818,1,0.0316,0.286,0.0,0.0889,0.232,79.97
476,Lana Del Rey,Art Deco,5jqNQZBwbZWQXPWfo0ygZF,art pop; pop,0.282,0.464,11,-11.112,0,0.0533,0.544,0.215,0.111,0.0596,148.345
477,Kenya Grace,Strangers,5mjYQaktjmjcMKcUIcqz4s,singer-songwriter pop,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982
478,TV Girl,Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM,pov: indie,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97
479,Metro Boomin,Trance (with Travis Scott & Young Thug),5wG3HvLhF6Y5KTGlK0IW3J,rap,0.765,0.552,1,-7.524,0,0.309,0.175,0.0,0.193,0.492,119.476
480,Isabel LaRosa,older,75c2zaSdDBSX0A8Jyvm4fO,hyperpop; sped up,0.466,0.51,3,-7.31,0,0.0348,0.0842,1.55e-06,0.0912,0.418,67.513
481,Dominic Fike,Mama's Boy,65leXqfkdViSssEVN23uYL,alternative pop rock; pov: indie,0.807,0.354,9,-7.554,1,0.0321,0.15,0.713,0.186,0.602,78.964
482,Bob Dylan,Knockin' On Heaven's Door,6HSXNV0b4M4cLJ7ljgVVeh,classic rock; country rock; folk; folk rock; rock; roots rock; singer-songwriter,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208
483,Cults,Gilded Lily,3Z0qLOS0cqWKPHXkbTXmNF,experimental pop; indie surf; pov: indie,0.4,0.571,11,-6.534,0,0.0288,0.468,3.05e-05,0.519,0.146,61.859
484,iann dior,Darkside,6IxHk0uFSBTwTiNDsWfqIv,melodic rap,0.695,0.869,5,-6.914,1,0.0264,0.71,0.0,0.343,0.92,123.991
485,Lana Del Rey,Margaret (feat. Bleachers),1o82DwNisONAd2mu1RcGE6,art pop; pop,0.34,0.245,9,-13.352,1,0.0319,0.969,0.0992,0.0633,0.192,103.777
486,Cage The Elephant,Broken Boy,0RbcDELsGTciLeMGsSdJAc,modern alternative rock; modern rock; pov: indie; punk blues; rock,0.52,0.931,4,-3.051,1,0.0969,0.0018,0.000306,0.115,0.557,166.018
487,Hayd,All of the Stars,1mjhuvf6QZTniMwb2dHjtp,gen z singer-songwriter,0.61,0.31,0,-12.953,1,0.0405,0.871,3.01e-06,0.0788,0.261,120.025
488,Chance Peña,i am not who i was,5uu2OCGGrTRS1sIvlMgKwe,singer-songwriter pop,0.697,0.22,0,-13.696,1,0.042,0.703,0.0,0.0891,0.194,129.966
489,Lana Del Rey,West Coast,5Y6nVaayzitvsD5F7nr3DV,art pop; pop,0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167
490,Henry Morris,Taste of Metal,6ac7zxx5odBoNp7MoElL1F,Unknown,0.543,0.604,7,-9.277,0,0.0401,0.393,0.748,0.0809,0.28,149.031
491,OneRepublic,Secrets,1NhPKVLsHhFUHIOZ32QnS2,piano rock; pop,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021
